,Date,Round,Comment,Winner,Loser,MaxW,MaxL,ProbaWinner,ProbaLoser,PariW,PariL,Gains,NbOppCom
1,24/06/13,1st Round,Completed,Tsurenko L.,Arruabarrena-Vecino L.,1.42,3.55,NA,NA,0,0,0,0
2,24/06/13,1st Round,Completed,Pennetta F.,Baltacha E.,2.3,1.81,0.00717309933112828,0.992826900668872,0,1,-1,4
3,24/06/13,1st Round,Completed,Cornet A.,King V.,1.69,2.7,0.210136616137738,0.789863383862262,0,1,-1,3
4,24/06/13,1st Round,Completed,Puig M.,Errani S.,7.5,1.17,NA,NA,0,0,0,0
5,24/06/13,1st Round,Completed,Knapp K.,Hradecka L.,2.48,1.68,0.746983947924813,0.253016052075187,1,0,1.48,1
6,24/06/13,1st Round,Completed,Ivanovic A.,Razzano V.,1.17,6.83,NA,NA,0,0,0,0
7,24/06/13,1st Round,Completed,Safarova L.,Davis L.,1.2,6.3,NA,NA,0,0,0,0
8,24/06/13,1st Round,Completed,Soler Espinosa S.,Doi M.,2.5,1.7,0.177179967751437,0.822820032248563,0,1,-1,2
9,24/06/13,1st Round,Completed,Birnerova E.,Lepchenko V.,5.5,1.22,NA,NA,0,0,0,0
10,24/06/13,1st Round,Completed,Bouchard E.,Voskoboeva G.,2.1,1.92,NA,NA,0,0,0,0
11,24/06/13,1st Round,Completed,Dolonc V.,Wickmayer Y.,3.75,1.38,NA,NA,0,0,0,0
12,24/06/13,1st Round,Completed,Azarenka V.,Koehler M.J.,1.02,36,0.861007850153753,0.138992149846247,0,0,0,1
13,24/06/13,1st Round,Completed,Lucic M.,Arvidsson S.,1.58,2.98,NA,NA,0,0,0,0
14,24/06/13,1st Round,Completed,Cirstea S.,Voegele S.,1.53,2.9,0.641502233124077,0.358497766875923,0,0,0,3
15,24/06/13,1st Round,Completed,Giorgi C.,Murray S.,1.22,5.7,0.434719594668002,0.565280405331998,0,1,-1,1
16,24/06/13,1st Round,Completed,Hsieh S.W.,Maria T.,1.19,6.5,NA,NA,0,0,0,0
17,24/06/13,1st Round,Completed,Suarez Navarro C.,Dominguez Lino L.,1.25,4.9,NA,NA,0,0,0,0
18,24/06/13,1st Round,Completed,Jankovic J.,Konta J.,1.14,8,NA,NA,0,0,0,0
19,24/06/13,1st Round,Completed,Sharapova M.,Mladenovic K.,1.04,29,NA,NA,0,0,0,0
20,24/06/13,1st Round,Completed,Larcherde Brito M.,Oudin M.,2.22,1.95,NA,NA,0,0,0,0
21,24/06/13,1st Round,Completed,Shvedova Y.,Bertens K.,1.45,3.15,0.999989093142307,1.09068576927829e-05,1,0,0.45,1
22,24/06/13,1st Round,Completed,Wozniacki C.,Cabeza-Candela E.,1.08,15,NA,NA,0,0,0,0
23,24/06/13,1st Round,Completed,Mchale C.,Glatch A.,1.29,4.65,NA,NA,0,0,0,0
24,24/06/13,1st Round,Completed,Kvitova P.,Vandeweghe C.,1.1,11.75,0.0193573497638014,0.980642650236199,0,1,-1,1
25,24/06/13,1st Round,Completed,Cetkovska P.,Vekic D.,2.46,1.75,NA,NA,0,0,0,0
26,24/06/13,1st Round,Completed,Makarova E.,Larsson J.,1.14,10.15,0.757187531523634,0.242812468476366,0,0,0,1
27,24/06/13,1st Round,Completed,Jovanovski B.,Tomljanovic A.,1.87,2.2,0.640694093341992,0.359305906658008,1,0,0.87,1
28,24/06/13,1st Round,Completed,Stephens S.,Hampton J.,2.4,1.75,NA,NA,0,0,0,0
29,24/06/13,1st Round,Completed,Petkovic A.,Parmentier P.,1.11,13,0.99311371958231,0.00688628041769024,1,0,0.11,1
30,24/06/13,1st Round,Completed,Muguruza G.,Keothavong A.,1.3,4.3,NA,NA,0,0,0,0
31,24/06/13,1st Round,Completed,Flipkens K.,Putintseva Y.,1.37,3.6,0.670751944841761,0.329248055158239,0,0,0,3
32,24/06/13,1st Round,Completed,Bartoli M.,Svitolina E.,1.17,7.5,NA,NA,0,0,0,0
33,25/06/13,1st Round,Completed,Date Krumm K.,Witthoeft C.,2.2,1.86,NA,NA,0,0,0,0
34,25/06/13,1st Round,Completed,Garcia C.,Zheng J.,2.8,1.6,NA,NA,0,0,0,0
35,25/06/13,1st Round,Completed,Li N.,Krajicek M.,1.1,11,NA,NA,0,0,0,0
36,25/06/13,1st Round,Completed,Barthel M.,Niculescu M.,1.77,2.52,NA,NA,0,0,0,0
37,25/06/13,1st Round,Completed,Puchkova O.,Rus A.,1.7,2.4,NA,NA,0,0,0,0
38,25/06/13,1st Round,Completed,Stosur S.,Schmiedlova A.,1.1,9.5,NA,NA,0,0,0,0
39,25/06/13,1st Round,Completed,Keys M.,Watson H.,1.92,2.25,0.959810899328785,0.0401891006712145,1,0,0.92,1
40,25/06/13,1st Round,Completed,Halep S.,Govortsova O.,1.13,8.5,0.316635234910192,0.683364765089808,0,1,-1,1
41,25/06/13,1st Round,Completed,Williams S.,Minella M.,1.01,101,NA,NA,0,0,0,0
42,25/06/13,1st Round,Completed,Peng S.,Medina Garrigues A.,1.67,2.62,NA,NA,0,0,0,0
43,25/06/13,1st Round,Completed,Duque Marino M.,Goerges J.,3.45,1.44,NA,NA,0,0,0,0
44,25/06/13,1st Round,Completed,Erakovic M.,Morita A.,1.47,3.1,0.994387452495401,0.00561254750459916,1,0,0.47,2
45,25/06/13,1st Round,Completed,Cadantu A.,Paszek T.,2.88,1.57,NA,NA,0,0,0,0
46,25/06/13,1st Round,Completed,Cepelova J.,Pliskova Kr.,2.37,1.87,NA,NA,0,0,0,0
47,25/06/13,1st Round,Completed,Cibulkova D.,Camerin M.E.,1.25,5,0.721843635662941,0.278156364337059,0,0,0,3
48,25/06/13,1st Round,Completed,Radwanska U.,Burdette M.,1.36,3.9,NA,NA,0,0,0,0
49,25/06/13,1st Round,Completed,Robson L.,Kirilenko M.,3.1,1.5,0.984210468650957,0.0157895313490433,1,0,2.1,6
50,25/06/13,1st Round,Retired,Riske A.,Oprandi R.,1.45,3.35,NA,NA,0,0,0,0
51,25/06/13,1st Round,Completed,Vinci R.,Scheepers C.,1.13,8,0.944577282393523,0.0554227176064771,1,0,0.13,2
52,25/06/13,1st Round,Completed,Kerber A.,Mattek-Sands B.,1.47,3.35,0.542854952204152,0.457145047795848,0,0,0,3
53,25/06/13,1st Round,Completed,Torro Flor M.T.,Begu I.,3.25,1.51,NA,NA,0,0,0,0
54,25/06/13,1st Round,Completed,Kanepi K.,Moore T.,1.17,7.5,NA,NA,0,0,0,0
55,25/06/13,1st Round,Completed,Johansson M.,Babos T.,1.74,2.5,NA,NA,0,0,0,0
56,25/06/13,1st Round,Completed,Beck A.,Bratchikova N.,1.3,4.5,NA,NA,0,0,0,0
